id,x,y,ndvi,ndbi,lst,elevation,rainfall,distance_to_water,population,target,susceptibility_index,landcover
0,501305.0,2599145.0,0.6751080751419067,-0.13918371498584747,26.284502029418945,13.540006637573242,2178.56689453125,283.0194396972656,191.90403747558594,0,11.375142097473145,vegetation
1,500315.0,2599715.0,0.7007388472557068,-0.19893762469291687,26.701217651367188,5.334842681884766,1515.34375,1084.15869140625,105.32898712158203,0,0.0,vegetation
2,501455.0,2597765.0,0.5158754587173462,-0.11133050918579102,29.376068115234375,19.865516662597656,1796.5322265625,823.7717895507812,330.1198425292969,0,6.775948524475098,cropland
3,501275.0,2597615.0,0.659900963306427,-0.1410330832004547,27.456127166748047,17.056964874267578,1653.0528564453125,872.0665283203125,258.031005859375,0,5.991131782531738,vegetation
4,502205.0,2597495.0,0.6342610120773315,-0.049308281391859055,27.754602432250977,16.164945602416992,1742.0616455078125,1020.4411010742188,492.2853698730469,0,9.816840171813965,vegetation
5,502595.0,2597615.0,0.5162158608436584,0.004757408518344164,28.87006950378418,15.005361557006836,1831.078125,810.5553588867188,526.8950805664062,0,6.350895404815674,cropland
6,502115.0,2598455.0,0.3212442696094513,0.3334878981113434,31.902633666992188,16.660415649414062,2109.84423828125,241.86773681640625,2517.389892578125,1,61.766597747802734,built_up
7,501725.0,2599085.0,0.6360153555870056,-0.040076643228530884,27.907020568847656,9.70347785949707,2191.609130859375,150.0,424.34002685546875,0,20.249866485595703,vegetation
8,501785.0,2598635.0,0.5228431224822998,0.1324138343334198,29.920543670654297,13.908671379089355,2255.657958984375,189.73666381835938,1130.2078857421875,1,31.68815040588379,built_up
9,500585.0,2598515.0,0.6177666783332825,-0.2145293653011322,27.940723419189453,12.923741340637207,2173.99267578125,84.85281372070312,437.3903503417969,0,97.89822387695312,vegetation
10,502445.0,2597375.0,0.5978659391403198,-0.13104262948036194,27.640703201293945,14.472766876220703,1739.710205078125,1065.31689453125,298.6542663574219,0,5.604244709014893,vegetation
11,500495.0,2598875.0,0.6474148631095886,-0.15102793276309967,27.87127113342285,17.085050582885742,2092.88671875,408.04412841796875,394.6664123535156,0,41.882354736328125,vegetation
12,500105.0,2598725.0,0.7652631998062134,-0.16898886859416962,27.019062042236328,15.024567604064941,2145.17578125,84.85281372070312,104.00560760498047,1,81.18595123291016,vegetation
13,502805.0,2598065.0,0.38659510016441345,0.15248990058898926,30.58692169189453,15.790047645568848,1926.5677490234375,360.0,1150.837158203125,0,26.27764892578125,built_up
14,501545.0,2598785.0,0.6582562923431396,-0.12517224252223969,27.5554141998291,11.429296493530273,2302.191162109375,60.0,584.8566284179688,1,38.20840835571289,cropland
15,500195.0,2597225.0,-0.19702373445034027,-0.4185948073863983,25.734405517578125,0.5,1613.8564453125,0.0,0.0,1,97.57935333251953,water
16,502835.0,2598545.0,0.4581889510154724,0.20925340056419373,30.209611892700195,13.344664573669434,1885.3941650390625,60.0,2190.998291015625,0,46.36799240112305,water
17,502655.0,2597975.0,0.40550705790519714,0.13452394306659698,30.896053314208984,15.854898452758789,1925.5098876953125,450.0,1468.521728515625,0,19.504322052001953,built_up
18,501065.0,2598605.0,0.688539981842041,-0.16402529180049896,25.684722900390625,11.898513793945312,2256.267822265625,30.0,232.86436462402344,1,69.90108489990234,vegetation
19,502205.0,2599775.0,0.5482457876205444,-0.03708626329898834,29.331165313720703,7.831646919250488,1904.154541015625,930.4837646484375,856.5535278320312,0,37.864356994628906,cropland
20,501905.0,2599085.0,0.5767788290977478,0.061695270240306854,29.547807693481445,8.711795806884766,2136.060302734375,182.48287963867188,683.0027465820312,0,39.49705123901367,cropland
21,502775.0,2598755.0,0.3835083544254303,0.03769722953438759,31.266826629638672,12.482102394104004,1866.3011474609375,270.0,795.69677734375,0,27.393169403076172,built_up
22,500285.0,2598095.0,0.660633385181427,-0.18308639526367188,28.708768844604492,5.624408721923828,2061.214599609375,313.2091979980469,209.68020629882812,1,80.21629333496094,cropland
23,502595.0,2597645.0,0.5048221945762634,0.008472519926726818,29.046340942382812,15.06924057006836,1840.68212890625,780.5767211914062,603.8369750976562,0,13.280054092407227,cropland
24,500645.0,2599115.0,0.535275399684906,-0.01787499152123928,28.68500328063965,15.91378116607666,1987.679443359375,670.8203735351562,596.6146240234375,0,11.373492240905762,cropland
25,502295.0,2599115.0,0.48160943388938904,0.023385638371109962,30.585525512695312,8.041250228881836,1975.191650390625,362.49139404296875,1026.36083984375,1,36.042198181152344,built_up
26,501545.0,2598545.0,0.64641934633255,-0.11951722949743271,28.415620803833008,15.049406051635742,2294.908447265625,283.0194396972656,408.2117614746094,0,4.634164810180664,cropland
27,501575.0,2598935.0,-0.2022819221019745,-0.39364945888519287,23.787513732910156,9.659927368164062,2267.956298828125,0.0,0.0,1,83.05680847167969,water
28,502505.0,2597615.0,0.5282756686210632,-0.03189754858613014,28.49362564086914,15.229494094848633,1824.855712890625,818.8406372070312,458.7503662109375,0,6.121748924255371,cropland
29,502475.0,2597555.0,0.566933274269104,-0.06666562706232071,28.05516242980957,15.095084190368652,1801.401123046875,882.8363647460938,362.71734619140625,1,4.967024326324463,vegetation
30,500405.0,2598245.0,0.5776233673095703,-0.13503870368003845,28.82457160949707,8.956522941589355,2115.291748046875,150.0,166.44961547851562,1,92.13247680664062,vegetation
31,501815.0,2598485.0,0.46296682953834534,0.19607995450496674,30.62661361694336,16.861373901367188,2227.35791015625,331.36083984375,1403.274658203125,0,22.485572814941406,built_up
32,502205.0,2599115.0,0.4844544231891632,-0.01657058112323284,30.534713745117188,8.040114402770996,2009.6690673828125,323.1098937988281,1120.5665283203125,0,36.112579345703125,built_up
33,500795.0,2599235.0,0.5441807508468628,-0.01257213857024908,28.460376739501953,14.830586433410645,1962.006103515625,657.9513549804688,605.3026123046875,0,7.452455997467041,cropland
34,502325.0,2597585.0,0.5980042219161987,-0.06454054266214371,27.9184627532959,16.034536361694336,1796.41943359375,891.964111328125,390.0712585449219,0,11.07168197631836,vegetation
35,500945.0,2597795.0,0.8267593383789062,-0.13870567083358765,27.075315475463867,12.717207908630371,1797.734619140625,589.406494140625,136.77418518066406,0,1.6511449813842773,vegetation
36,502055.0,2598275.0,0.29384708404541016,0.2921186685562134,32.1297492980957,19.7708797454834,2095.4189453125,426.380126953125,3544.61865234375,1,50.51783752441406,built_up
37,501245.0,2598365.0,0.5941533446311951,-0.0395011231303215,26.94597053527832,14.436490058898926,2223.13818359375,212.1320343017578,359.8909912109375,0,12.269780158996582,vegetation
38,501365.0,2597675.0,0.5654670596122742,-0.13071314990520477,28.496126174926758,18.492361068725586,1709.86865234375,859.0692749023438,332.36663818359375,0,4.644110202789307,vegetation
39,502385.0,2597405.0,0.6127495765686035,-0.12358462810516357,27.585847854614258,14.654383659362793,1739.440673828125,1047.85498046875,350.11041259765625,0,5.066336631774902,vegetation
40,502205.0,2598695.0,-0.23996464908123016,-0.37179243564605713,28.060251235961914,10.433733940124512,2071.392578125,0.0,0.0,1,93.08438110351562,water
41,502655.0,2599475.0,0.4668175280094147,0.09107474237680435,29.84313201904297,4.96140718460083,1872.2078857421875,845.3401489257812,501.6090087890625,0,26.351505279541016,cropland
42,501245.0,2599475.0,0.6024371981620789,-0.21807566285133362,27.31519889831543,13.30010986328125,2008.996826171875,603.7383422851562,327.5232849121094,0,7.448320388793945,vegetation
43,502985.0,2598305.0,0.524996817111969,0.1856195032596588,29.499197006225586,15.722902297973633,1906.0831298828125,150.0,2969.6865234375,0,17.259815216064453,vegetation
44,500945.0,2597285.0,0.6397785544395447,-0.17531368136405945,25.8053035736084,8.789748191833496,1471.3673095703125,630.0,98.90044403076172,0,2.289524555206299,vegetation
45,502835.0,2599175.0,0.5331155061721802,0.0365636833012104,30.117328643798828,8.222533226013184,1839.6488037109375,670.8203735351562,549.7885131835938,1,24.843219757080078,vegetation
46,500375.0,2598335.0,0.6056390404701233,-0.1559409499168396,28.44434356689453,9.684053421020508,2145.3828125,60.0,142.22755432128906,1,100.0,vegetation
47,501905.0,2599835.0,0.7038983702659607,-0.023014672100543976,28.690345764160156,10.878835678100586,1930.1549072265625,907.9647827148438,966.8890991210938,0,59.06769943237305,cropland
48,502115.0,2597765.0,0.49258387088775635,0.07292229682207108,29.321640014648438,19.481462478637695,1861.733642578125,818.8406372070312,514.9641723632812,0,20.67538070678711,cropland
49,500915.0,2598515.0,0.7111332416534424,-0.13519129157066345,26.330978393554688,11.902165412902832,2214.93115234375,42.42640686035156,239.86671447753906,1,81.17079162597656,vegetation
50,502445.0,2597435.0,0.5989644527435303,-0.11160115152597427,27.6567325592041,14.686542510986328,1757.7427978515625,1006.2305908203125,309.6075439453125,0,0.0,vegetation
51,501695.0,2598605.0,0.5609645843505859,0.027406202629208565,29.398162841796875,14.544723510742188,2279.091064453125,241.86773681640625,835.0906372070312,0,19.698076248168945,built_up
52,502565.0,2598935.0,0.4771628677845001,0.1149640679359436,31.450557708740234,10.039346694946289,1901.2330322265625,342.0526123046875,496.1905822753906,0,22.17544937133789,built_up
53,501395.0,2598335.0,0.5915917158126831,-0.033417247235774994,28.16856575012207,16.39191246032715,2222.843505859375,339.4112548828125,406.49615478515625,0,1.615295171737671,cropland
54,500945.0,2599775.0,0.4691310226917267,0.013402589596807957,28.60015869140625,10.24958610534668,1772.7911376953125,1006.2305908203125,233.53553771972656,0,22.930381774902344,cropland
55,501545.0,2599355.0,0.5851215720176697,-0.09922881424427032,26.735097885131836,11.95891284942627,2103.54833984375,420.0,322.570068359375,0,17.124160766601562,vegetation
56,500915.0,2599625.0,0.5061551332473755,0.015246821567416191,28.199913024902344,11.097554206848145,1806.7528076171875,890.4493408203125,533.9624633789062,0,10.141956329345703,cropland
57,501275.0,2598995.0,0.6850337386131287,-0.18247543275356293,26.426746368408203,13.275476455688477,2235.437744140625,169.70562744140625,265.0777587890625,0,11.201144218444824,vegetation
58,501395.0,2598725.0,0.6575731039047241,-0.17018423974514008,26.957372665405273,12.000175476074219,2310.3984375,60.0,384.3342590332031,0,23.468059539794922,vegetation
59,500525.0,2598125.0,0.6065354347229004,-0.10468637198209763,29.10421371459961,8.277325630187988,2052.959228515625,240.0,246.28140258789062,1,76.1018295288086,vegetation
60,501215.0,2597285.0,0.651601254940033,-0.20323830842971802,25.502788543701172,13.379644393920898,1445.0657958984375,900.0,109.5033950805664,0,9.500239372253418,vegetation
61,500195.0,2599505.0,0.5978075861930847,-0.12525974214076996,27.80653953552246,7.898388385772705,1621.0997314453125,853.2877807617188,137.4482879638672,0,0.7732976078987122,vegetation
62,502955.0,2597945.0,0.35867130756378174,0.025503288954496384,30.420207977294922,15.710023880004883,1908.14306640625,483.7354736328125,663.0364990234375,0,11.482220649719238,built_up
63,500195.0,2597945.0,0.6096555590629578,-0.17078986763954163,29.100732803344727,1.5507352352142334,1991.285888671875,335.4101867675781,269.7815246582031,1,72.0581283569336,vegetation
64,502085.0,2598725.0,0.40409696102142334,0.17048177123069763,31.31832504272461,10.606099128723145,2126.893798828125,30.0,1579.4627685546875,0,83.0679702758789,built_up
65,500495.0,2597675.0,0.634535014629364,-0.10042046755552292,28.736576080322266,1.6010448932647705,1778.693603515625,324.4996032714844,178.35797119140625,0,32.219444274902344,vegetation
66,501365.0,2598095.0,0.5382344722747803,-0.04168961942195892,28.733989715576172,18.36751937866211,2065.5712890625,499.29949951171875,407.7759094238281,0,2.648020029067993,cropland
67,501335.0,2599895.0,0.49941226840019226,0.07903054356575012,29.40535545349121,12.700228691101074,1913.9249267578125,976.729248046875,442.4761962890625,1,57.41218566894531,cropland
68,501125.0,2599295.0,0.6419786810874939,-0.17823657393455505,27.087568283081055,14.272978782653809,2056.55078125,499.29949951171875,299.8492431640625,0,7.4975056648254395,vegetation
69,502655.0,2599685.0,0.5853415727615356,0.15987683832645416,29.050703048706055,3.2447028160095215,1878.521484375,1033.1505126953125,283.9486083984375,0,12.94039535522461,cropland
70,500315.0,2599595.0,0.6616224050521851,-0.14080914855003357,27.2666015625,7.000267505645752,1578.974853515625,968.4007568359375,107.14972686767578,0,0.0,vegetation
71,502415.0,2599535.0,0.4474758803844452,0.0801309272646904,29.653825759887695,5.960751056671143,1899.5157470703125,792.022705078125,650.14208984375,0,29.740375518798828,cropland
72,500255.0,2598665.0,0.7238383889198303,-0.21836122870445251,27.234376907348633,15.133139610290527,2157.208251953125,123.69316864013672,153.7554473876953,1,89.9813461303711,vegetation
73,501425.0,2598395.0,0.6085826754570007,-0.051631417125463486,28.160749435424805,16.009408950805664,2251.815185546875,318.9043884277344,360.64117431640625,0,2.3729519844055176,cropland
74,501875.0,2598695.0,0.5114947557449341,0.16006919741630554,30.299814224243164,12.437710762023926,2223.108154296875,120.0,1402.0040283203125,1,51.872894287109375,built_up
75,500375.0,2597405.0,0.5879797339439392,-0.23186662793159485,28.445667266845703,0.5,1651.8314208984375,94.86833190917969,193.85276794433594,0,72.4444808959961,cropland
